"","full_address","latitude","longitude","total_leasedSF","company_list","sector_list","lease_count","crimes_within_500m","crime_score","weighted_routes","accesibilty","internal_class","price_multiplier"
"1140","747 Third Ave, New York, NY, 10017",40.7534583,-73.972082,205003,"Dfg Investment Advvisors; NA; NA; Spreemo Health; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Lazare Potter Giacovas & Moyle; NA; NA; NA; NA; NA; NA; NA; Veteran Movers; Helmsley Spear; NA; NA; NA; Alexander Wolf & Son Construction; NA; NA; NA; NA; NA; NA","Financial Services And Insurance; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Transportation; Real Estate (Except Coworking Providers); Construction, Engineering And Architecture",47,461,0.837447108603667,15.1944387736657,0.428253813294619,"O",11429988.6120782
"1141","75 Broad St, New York, NY, 10004",40.7045967,-74.011221,185616,"NA; Ogury; NA; NA; NA; NA; Spencer Ogden; NA; Rethink Food; Modvicare; NA; Gallegos United; NA; NA; Haley Guiliano; NA; NA; Glitch; All Metro Healthcare; NA; NA; NA; NA; NA; Berg & Foster Architects Pllc; NA; NA; Matchlike","NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Healthcare; Legal Services; Construction, Engineering And Architecture",28,303,0.893159379407616,21.3257930973143,0.601065452399965,"O",10349062.0440653
"1142","75 Maiden Ln, New York, NY, 10038",40.7077863,-74.0074924,23198,"NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,9,661,0.766925246826516,27.0962361552199,0.763704841768564,"O",1390763.155488
"1143","75 Rockefeller Plaza, New York, NY, 10019",40.7600609,-73.9775393,498099,"Convene; Wework; NA; NA; NA; Hinduja Group - Hbi; Legion; NA; NA; NA; NA; NA; Amazon; Duration Capital; Neighborhood Property Group; NA; NA; NA; NA; NA; Crestline Investors; NA; NA; NA; NA; NA; NA; Basepoint Acquisitions; Times Square Capital Management; Nch Capital; NA; Dore Partnership; NA; Basepoint Acquisitions; Cj America; Ledger Investing; NA; Guidehouse; NA; NA","Coworking And Executive Suite Companies; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Financial Services And Insurance; Construction, Engineering And Architecture; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Unclassifiable",40,677,0.761283497884344,29.9988160499844,0.845513780344142,"A",41657433.5328329
"1144","75 Spring St, New York, NY, 10012",40.7226777,-73.9977694,25600,"NA; NA; Raven Capital Management","NA; Financial Services And Insurance",3,802,0.717207334273625,25.4685269658642,0.717828012906386,"O",1534767.5136
"1145","75 Varick St, New York, NY, 10013",40.7229678,-74.0061416,452477,"Harry's Razor; Horizon Media; Harry's Razor; Oscar Health; Horizon Media; Oscar Health; Notion; Canvass Ww; Patreon; Stash Investments; Adelphi University Manhattan Center; Notion; NA","Retail; Technology, Advertising, Media, And Information; Financial Services And Insurance; Education; NA",13,418,0.852609308885755,21.7722631651386,0.613649168844894,"O",25227957.4310002
"1146","750 Lexington Ave, New York, NY, 10022",40.7625148,-73.9685564,214586,"Wework; Arkin Solbakken; Bally; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Bryan Garnier Securities; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Coworking And Executive Suite Companies; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail; NA; Financial Services And Insurance",38,394,0.861071932299013,18.184480044458,0.512527842444312,"A",17946436.4154043
"1147","750 Seventh Ave, New York, NY, 10019",40.7608869,-73.983908,15279,"Shinhan Bank America","Financial Services And Insurance",1,1085,0.617418899858956,31.6337287940843,0.891593640712413,"A",1374006.611736
"1148","757 Third Ave, New York, NY, 10017",42.7150489,-73.7058684,218274,"NA; NA; Wolfe Research; NA; Permanent Mission Of Portugal To The United Nation; NA; Gracie Asset Management; NA; NA; NA; Berkley Asset Protection; Grant Thornton; NA; Wolfe Research; Endava; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Government; Financial Services And Insurance",16,0,1,0,0,"O",12169916.2173859
"1149","76 8th Ave, New York, NY, 10011",40.8513175,-73.6390332,21843,"NA; NA; NA; NA; NA; NA",NA,6,0,1,0,0,"A",1964292.585912
"1150","767 Fifth Ave, New York, NY, 10153",40.8021613,-73.9453686,1097816,"NA; Estee Lauder; NA; Welltower; York Capital Management; NA; NA; Balyasny Asset Management; Rialto Capital; NA; Kushner; Levin Capital; Balyasny Asset Management; Eldridge; Perella Weinberg Partners; Rosecliff Ventures; Beach Point Capital; Grosvenor Capital; NA; Wells Fargo; Perella Weinberg Partners; Altas Partners; British Columbia Investment Management; Hayfin Capital Management; NA; Castle Hook Partners; Hayfin Capital; TBA; NA; Cvc Capital Partners; NA; Arini; Balyasny Asset Management; NA; Robert Rizzo; Grosvenor Capital; Tap Advisors; NA; Patient Square Capital","NA; Retail; Financial Services And Insurance; Real Estate (Except Coworking Providers); Tbd",39,588,0.792665726375176,9.17036957685203,0.258465995296541,"O",61208979.2742413
"1151","767 Fifth Ave, New York, NY, 10153",40.8021613,-73.9453686,1097816,"NA; Estee Lauder; NA; Welltower; York Capital Management; NA; NA; Balyasny Asset Management; Rialto Capital; NA; Kushner; Levin Capital; Balyasny Asset Management; Eldridge; Perella Weinberg Partners; Rosecliff Ventures; Beach Point Capital; Grosvenor Capital; NA; Wells Fargo; Perella Weinberg Partners; Altas Partners; British Columbia Investment Management; Hayfin Capital Management; NA; Castle Hook Partners; Hayfin Capital; TBA; NA; Cvc Capital Partners; NA; Arini; Balyasny Asset Management; NA; Robert Rizzo; Grosvenor Capital; Tap Advisors; NA; Patient Square Capital","NA; Retail; Financial Services And Insurance; Real Estate (Except Coworking Providers); Tbd",39,588,0.792665726375176,9.17036957685203,0.258465995296541,"A",91813468.9113619
"1152","767 Third Ave, New York, NY, 10017",40.754257,-73.9714375,135539,"NA; Proactive Investors; NA; NA; NA; NA; NA; Outer Islands Capital; Spears & Imes; NA; NA; NA; NA; NA; NA; Roystone Capital Management; NA; Greenberg, Trager & Herbst; NA; United Nations University; NA; NA; NA; NA; NA; NA; Goode Partners; NA; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information; Financial Services And Insurance; Legal Services; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",32,392,0.861777150916784,15.208407826216,0.428647529713626,"A",11335511.3814857
"1153","77 Water St, New York, NY, 10005",40.7042035,-74.0082436,151498,"NA; Investigo; NA; NA; Investigo; Accounting And Compliance International; NA; NA; Impendi Analytics; Met Council; Capco; NA; NA; NA; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information",15,292,0.89703808180536,19.8728679906974,0.560114896304496,"A",12670207.8610018
"1154","770 Broadway, New York, NY, 10003",40.7308849,-73.9916384,494318,"Meta; NA; Meta; Verizon","Technology, Advertising, Media, And Information; NA",4,678,0.760930888575458,22.1396145178982,0.624002931822366,"O",27560811.8454134
"1155","777 Third Ave, New York, NY, 10017",42.7152299,-73.7057154,341662,"NA; NA; NA; Dewey Pegno & Kramarsky; NA; NA; Ocean Block Capital; Cotton Hall Asset Management; NA; NA; NA; NA; NA; NA; Rose Associates; Sheffield Haworth; Sheffield Haworth; Big Sun Holding Group; Lisanti Growth Capital; Tempus Ex Machina; NA; NA; NA; NA; AECOM; NA; NA; NA; NA; Segal Mccambridge Singer & Mahoney; Innovatus Capital Partners; NA; NA; Morelli Law Firm; NA; NA; New Holland Capital; Compliance Solutions Strategies; NA; Oppenheimer &; Macias, Gini & O'connell (Mgo); NA; NA; NA; NA; NA; NA","NA; Legal Services; Real Estate (Except Coworking Providers); Financial Services And Insurance; Technology, Advertising, Media, And Information; Construction, Engineering And Architecture",47,0,1,0,0,"A",28574163.0794174
"1156","78 Crosby St, New York, NY, 10012",40.7230486,-73.9977752,19050,"NA; NA; NA",NA,3,795,0.719675599435825,25.4112801107847,0.716214515734683,"O",1142082.8568
"1157","780 Third Ave, New York, NY, 10017",40.7550042,-73.9718262,179654,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; R4 Capital; NA; NA; NA; NA; Scs Financial; Citco; NA; Andover Properties; NA; NA; NA; NA; NA; NA; Olive Tree Holdings; NA; NA; Centre Partners; Cambridge Partners","NA; Financial Services And Insurance; Real Estate (Except Coworking Providers)",33,335,0.881875881523272,17.0832139883256,0.481488763277529,"A",15024974.0792645
"1158","787 11th Ave, New York, NY, 10019",40.76853,-73.992821,302348,"Mount Sinai’s Icahn School Of Medicine; Neri Oxman Lab; Spaces","Healthcare; Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies",3,258,0.909026798307475,6.40639321163142,0.180563584033189,"O",16857481.0948358
"1159","787 Seventh Ave, New York, NY, 10019",40.9138474,-73.8064848,1108481,"Edgemont Capital Partners; Holland & Knight; Bnp Paribas; Jurybox; NA; Willkie Farr & Gallagher; Stifel","Financial Services And Insurance; Legal Services; Technology, Advertising, Media, And Information; NA",7,0,1,0,0,"O",61803608.7603845
"1160","787 Seventh Ave, New York, NY, 10019",40.9138474,-73.8064848,1108481,"Edgemont Capital Partners; Holland & Knight; Bnp Paribas; Jurybox; NA; Willkie Farr & Gallagher; Stifel","Financial Services And Insurance; Legal Services; Technology, Advertising, Media, And Information; NA",7,0,1,0,0,"A",92705413.1405767
"1161","79 Fifth Ave, New York, NY, 10003",41.5233046,-74.0495742,9400,"NA; Hulu","NA; Technology, Advertising, Media, And Information",2,0,1,0,0,"O",563547.4464
"1162","799 Broadway, New York, NY, 10003",40.7323069,-73.9914692,125050,"Wellington Management; Lightspeed Venture Partners; Newrez; Bain Capital Ventures; Tidal","Financial Services And Insurance; Technology, Advertising, Media, And Information",5,719,0.746473906911142,22.7687952947415,0.641736332242645,"A",10458286.531956
"1163","8 W 36th St, New York, NY, 10018",40.7499088,-73.9844632,24300,"NA; NA; NA; NA; NA; NA",NA,6,1122,0.604372355430183,29.95278550765,0.844216413881559,"O",1456830.1008
"1164","8 W 38th St, New York, NY, 10018",40.7510886,-73.9836412,82108,"NA; NA; NA; NA; NA; NA; NA; Exenta; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; The Dessy Group; NA; NA; NA","NA; Technology, Advertising, Media, And Information; Retail",22,1207,0.574400564174894,31.0206472166762,0.874313994698719,"O",4577950.10297664
"1165","8 W 40th St, New York, NY, 10018",40.752323,-73.9826708,93338,"Merlyn Mind; NA; Trammo [Transammonia]; NA; NA; Wework; NA; NA; Middlegate Securities; Merlyn Mind; American Friends Of Tel Aviv University (Aftau); NA; Ing Design","Technology, Advertising, Media, And Information; NA; Transportation; Coworking And Executive Suite Companies; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",13,743,0.738011283497884,31.7595682082271,0.895140412644706,"O",5204081.29185504
"1166","8-10 W 37th St, New York, NY, 10018",40.7567903,-73.9984582,21950,"Brooklyn Mines; NA; NA; NA; KBKG",NA,5,500,0.823695345557123,12.3964125087974,0.349391708844593,"O",1315943.2392
"1167","80 8th Ave, New York, NY, 10011",40.7398714,-74.0020394,150101,"Madison Development Group; Spark Neuro; Watts And Ellis; NA; NA; NA; NA; Nyc Auditory; Therapy Office; Pace Investment; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Klingenstein Philanthropies; NA; Knotel; NA; NA; NA; NA; NA; NA; CSM; NA; NA; NA; Greenwich Hourse; NA","NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information",50,459,0.838152327221439,18.5646453057609,0.523242764216697,"O",8368915.18983408
"1168","80 Maiden Ln, New York, NY, 10038",40.7071308,-74.0075294,142717,"NA; NA; NA; NA; NA; NA; NA; NA; NA; Korres; Catholic Charities Of The Archdiocese Of New York; Linton Robinson Law Firm","NA; Retail; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",12,583,0.794428772919605,25.7355503320274,0.725354041113257,"O",7957218.60045936
"1169","80 Pine St, New York, NY, 10005",40.7062526,-74.0067481,268888,"NA; Lactalis American Group; Accuweather; National Urban League; NA; Curemd; New York Property Insurance Underwriting Association; NA; NA; Freehill Hogan & Mahar; Elefterakis Elefterakis & Panek; Global Alliance For Tb Drug Development; NA; NA; Vibrant Emotional Health","NA; Retail; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Healthcare; Financial Services And Insurance; Legal Services",15,464,0.83638928067701,23.2464073105413,0.655197781532636,"A",22487866.8452986
"1170","80 W 40th St, New York, NY, 10018",40.7533413,-73.9847911,37200,"Eight; Peach And Lily; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,11,1727,0.391043723554302,34.6700978402962,0.977173413810953,"A",3345313.5648
"1171","80-86 Broad St, New York, NY, 10004",40.7046202,-74.0115584,222968,"NA; Tamir Law Group; NA; NA; NA; NA; NA; NA; Leaflink; Merchant Cash; NA; NA; NA; NA; NA; NA; Bright Power; NA; NA; NA; NA; NA; Cash Kings; NA; NA; NA; Faherty Brand; NA; NA; NA; NA; NA; Leaflink; Leaflink; NA; NA; NA; NA; NA; NA","NA; Legal Services; Technology, Advertising, Media, And Information; Energy & Utilities; Retail; Financial Services And Insurance",40,302,0.893511988716502,21.2934540610992,0.600153979736599,"O",12431631.2486054
"1172","800 Second Ave, New York, NY, 10017",42.9537151,-74.2910944,4582,"City Maps; NA; NA",NA,3,0,1,0,0,"O",274699.404192
"1173","800 Third Ave, New York, NY, 10022",42.715517,-73.705166,283849,"Peter Kimmelman Asset Management; NA; NA; Tinicum; NA; NA; Hinshaw & Culbertson; NA; NA; NA; NA; Provident Healthcare Partners; Van Wagner Group; NA; NA; NA; Ropers Majeski; NA; United Refining; NA; NA; Kaplan Fox & Kilsheimer; NA; NA; NA; NA; NA; Kudman Trachten Aloe Posner; Cohen & Gresser; NA; NA; Joseph Hage Aaronson; NA; NA; NA; NA","Financial Services And Insurance; NA; Legal Services; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers)",36,0,1,0,0,"A",23739097.7513729
"1174","801 Second Ave, New York, NY, 10017",42.9535974,-74.2912689,39300,"NA; NA; International Committee Of The Red Cross Delegation To The United Nations (Icrc); NA; NA; NA","NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Unclassifiable",6,0,1,0,0,"O",2356107.9408
"1175","805 Third Ave, New York, NY, 10022",42.7156517,-73.7053027,238600,"NA; NA; NA; NA; Kroll Bond Rating Agency; NA; Gen Ii Fund Service; NA; Newsmax; NA; NA; NA; Gen Ii Fund Service; Newsmax Media","NA; Financial Services And Insurance; Technology, Advertising, Media, And Information",14,0,1,0,0,"A",19954795.414032
"1176","809 Broadway, New York, NY, 10003",40.7328871,-73.991494,21441,"NA; NA; NA; NA; NA; NA; NA",NA,7,738,0.739774330042313,23.1918935484655,0.653661316327588,"A",1928141.616744
"1177","810 Seventh Ave, New York, NY, 10019",40.7628709,-73.9825242,525797,"NA; Ballon Stoll Bader & Nadler; NA; NA; Vf Risk; Century Consulting Services; Colonial Consulting; Convene; NA; Berkley Research Group; NA; NA; Riley Safer Holmes & Cancila; Venor Capital; NA; NA; Sportradar; NA; Ion Media; NA; NA; NA; Etc Venues; NA; NA; NA; NA; Brightwood Capital Advisors; Bond New York; NA; NA; NA; Nigro Karlin Segal & Feldstein; Bond New York Real Estate; NA; NA; NA; NA; NA; NA; NA; NA; Berkeley Research Group; Kauff Mcguire & Margolis; Mirae Asset Securities","NA; Legal Services; Financial Services And Insurance; Coworking And Executive Suite Companies; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Tbd; Real Estate (Except Coworking Providers)",45,1013,0.642806770098731,28.7364208415175,0.809933291326818,"A",43973895.9107786
"1178","817 Broadway, New York, NY, 10003",40.7331313,-73.9912876,130718,"Avenir Management; Humane; Steadview Capital; Union Square Ventures; Inspired Capital Partners; 25madison; Bullish; Netflix; Splice; NA; Copper Technologies; NA; NA; NA; NA","Financial Services And Insurance; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Technology, Advertising, Media, And Information; NA",15,741,0.738716502115656,23.1478732730475,0.652420609047058,"A",10932317.4640882
"1179","820 Second Ave, New York, NY, 10017",42.9537284,-74.2911048,2400,NA,NA,1,0,1,0,0,"O",143884.4544
"1180","821 Broadway, New York, NY, 10003",40.7334093,-73.991257,32954,"NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,9,750,0.735543018335684,23.2715579801415,0.65590665076589,"O",1975653.462624
"1181","825 7th Ave, New York, NY, 10019",40.7630419,-73.9815402,145663,"Young Adult  Institute; NA; New Alternatives For Children","Education; NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",3,984,0.653032440056417,29.1532531116002,0.821681669258126,"A",12182210.2447366
"1182","825 Eighth Ave, New York, NY, 10019",40.9160751,-73.8043958,180208,"NA; NA; Wilk Auslander; West Monroe Partners; AMA Consulting; M. Shanken; NA","NA; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Unclassifiable",7,0,1,0,0,"O",10047537.7814246
"1183","825 Eighth Ave, New York, NY, 10019",40.9160751,-73.8043958,180208,"NA; NA; Wilk Auslander; West Monroe Partners; AMA Consulting; M. Shanken; NA","NA; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Unclassifiable",7,0,1,0,0,"A",15071306.672137
"1184","825 Third Ave, New York, NY, 10022",40.7558172,-73.9701469,232577,"NA; Dimension Renewable Energy; Hodes Weill & Associates; Noerr; Early Warning Services; Child Mind Institute; NA; Allied Irish Bank; Siris Capital; Beveridge & Diamond Pc; National Bank Of Egypt; Genius Sports; Stark Office Suites; Gotham Asset Management, Llc; Liminal Strategies; Toyota Tsusho America; Bespoke Treatments Physical Therapy; Edward Jones","NA; Energy & Utilities; Financial Services And Insurance; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Transportation",18,306,0.892101551480959,15.363739564225,0.433025539992187,"A",19451074.8240122
"1185","826 Broadway, New York, NY, 10003",40.6991556,-73.9395365,12700,NA,NA,1,0,1,0,0,"O",761388.5712
"1186","83 Maiden Ln, New York, NY, 10038",40.7075321,-74.0073538,56000,"Wework","Coworking And Executive Suite Companies",1,617,0.782440056417489,26.4667491165454,0.74596280938767,"O",3122292.66048
"1187","830 Third Ave, New York, NY, 10022",42.7155869,-73.7050226,12332,"NA; NA",NA,2,0,1,0,0,"O",739326.288192
"1188","836-838 Broadway, New York, NY, 10003",40.733485,-73.9910524,13619,"Glossgenius","Technology, Advertising, Media, And Information",1,684,0.758815232722144,23.1148295147743,0.651489273859438,"O",816484.326864
"1189","841 Broadway, New York, NY, 10003",40.734204,-73.9911071,54497,"Human Security; Radar Labs; Human Security; Movable Ink","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information",4,725,0.744358251057828,23.673290815748,0.667229452571005,"O",3038492.55568176
"1190","845 Third Ave, New York, NY, 10022",42.715761,-73.7050832,191673,"Lee & Associates Nyc; Ostrolenk Faber; NA; NA; NA; South African Consulate General; NA; Conference Board; NA; NA; Ostrolenk Faber; NA; Vector Media; Wolf Popper","Real Estate (Except Coworking Providers); Legal Services; NA; Government; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information",14,0,1,0,0,"O",10686771.4484318
"1191","85 10th Ave, New York, NY, 10011",40.7434562,-74.0075595,510523,"Google; CLEAR; Shopify; Google","Technology, Advertising, Media, And Information",4,204,0.928067700987306,7.41044209234058,0.208862606346742,"A",42696487.9260598
"1192","85 Broad St, New York, NY, 10004",40.7039838,-74.0111188,157262,"NA; NA; NA; Berkshire Hathaway Specialty Insurance; NA; Pensionbee; Banco Popular De Puerto Rico; NA","NA; Financial Services And Insurance",8,273,0.903737658674189,19.9405340081876,0.562022056578876,"A",13152267.5456894
"1193","85 Fifth Ave, New York, NY, 10003",40.9120228,-73.8094488,25500,"NA; NA; NA",NA,3,0,1,0,0,"O",1528772.328
"1194","850 Seventh Ave, New York, NY, 10019",40.9138474,-73.8064848,13180,"NA; NA; South Construction; Computer Service; NA; Alta Pt; NA; NA; NA; NA",NA,10,0,1,0,0,"O",790165.46208
"1195","850 Seventh Ave, New York, NY, 10019",40.9138474,-73.8064848,13180,"NA; NA; South Construction; Computer Service; NA; Alta Pt; NA; NA; NA; NA",NA,10,0,1,0,0,"A",1185248.19312
"1196","850 Third Ave, New York, NY, 10022",40.756909,-73.9705782,92030,"NA; Metropolitan Partners Group; NA; Edward C Kang; NA; Cohn & Goldstein; Hall Capital Partners; NA; NA","NA; Financial Services And Insurance; Legal Services",9,317,0.888222849083216,17.5632659099604,0.495018981081679,"A",7696730.1842136
"1197","853 Broadway, New York, NY, 10003",40.7345907,-73.9909786,91115,"Union Square Hospitality Group; NA; Casa Komos; NA; Loopme; Loopme; First Look Media; NA; NA; Zero Pw; NA; NA; NA; NA; NA; Personetics Technologies","Retail; NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Technology, Advertising, Media, And Information",16,732,0.741889985895628,23.7855836383332,0.670394415107236,"O",5080137.4242792
"1198","86 Chambers St, New York, NY, 10007",40.7145645,-74.0073709,127930,"NA; Burnham Nationwide; NA; NA; NA; NA; NA; Kreisberg Maitland; Foley & Mansfield; Rapid Ratings; U.s. Attorney's Office; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Technology, Advertising, Media, And Information; Government",12,598,0.789139633286319,31.4229479162699,0.885652801696361,"O",7132766.0724144
"1199","860 Broadway, New York, NY, 10003",40.628456,-73.7115768,55260,"Kaltura; Valon Mortgage; Industrious; Industrious","Technology, Advertising, Media, And Information; Financial Services And Insurance; Coworking And Executive Suite Companies",4,0,1,0,0,"O",3081033.7931808
"1200","860 Washington St, New York, NY, 10014",40.7410956,-74.0075055,21967,"Springcoast Capital Partners; NA; Expa; Piaggio","Financial Services And Insurance; NA; Transportation",4,270,0.904795486600846,9.27554852562234,0.261430453975151,"A",1975443.631128
"1201","873 Broadway, New York, NY, 10003",40.7380125,-73.9902216,31600,"NA; Flat Iron Liquor; NA; NA; NA; NA; NA; NA; Paul J. Scariano; Conversationalist; NA; NA",NA,12,957,0.662552891396333,23.4113190730613,0.659845803891891,"O",1894478.6496
"1202","875 Avenue Of The Americas, New York, NY, 10001",40.7482021,-73.9893547,109621,"NA; NA; NA; Holt Construction; CUNY; Vias Imports; NA; NA; NA; NA; NA; NA; NA","NA; Real Estate (Except Coworking Providers); Education; Retail; Tbd",13,1494,0.473201692524683,29.6957620981359,0.836972233502802,"O",6111943.63811568
"1203","875 Third Ave, New York, NY, 10022",40.7571861,-73.9691855,463128,"Aetos Capital; Deutsche Bank; Epstein Becker & Green; Cerberus Capital Management; International Trademark Association; Cifc Asset Management; Kaufman Borgeest & Ryan; Aetos Capital; NA; New York Compensation Insurance Rating Board (Nycirb); NA; Focus Financial Partners","Financial Services And Insurance; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); NA",12,309,0.891043723554302,15.6784075187708,0.441894426396165,"A",38732709.5159674
"1204","875 Washington St, New York, NY, 10014",40.7411974,-74.0071678,1906,NA,NA,1,283,0.900211565585331,9.58515918341299,0.270156800950553,"O",114268.237536
"1205","88 Pine St, New York, NY, 10005",40.7056848,-74.0060818,319561,"NA; Willdan Group; Trollback; Cowi Consulting; Furman Kornfeld & Brennan; NA; Garwin Gerstein & Fisher; Marshall Dennehey Warner Coleman & Goggin; NA; NA; Knotel; NA; Trollback; NA; NA; NA; NA; Carnegie Mellon; NA; NA; Simmons Boardman; NA; NA; Sector Security Of Ny; NA; NA; NA; Big Idea Ventures; NA; NA; Children’s Rights; NA; NA; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Coworking And Executive Suite Companies; Construction, Engineering And Architecture; Education; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Unclassifiable",34,335,0.881875881523272,21.3972325158755,0.603078965625041,"A",26725793.7020263
"1206","88 University Pl, New York, NY, 10003",40.7336934,-73.9931603,25653,"The Agency; A.team; Flex","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; NA",3,737,0.740126939351199,24.7703930160437,0.698151173856613,"A",2306917.442952
"1207","880 3rd Ave, New York, NY, 10022",40.7579767,-73.9694536,149896,"NA; Corporate Suites; Wework; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Beech Hill Securities","NA; Coworking And Executive Suite Companies; Financial Services And Insurance",15,346,0.877997179125529,16.8269302513347,0.474265430498569,"O",8357485.36848768
"1208","881 Broadway, New York, NY, 10003",40.7381891,-73.9901356,118909,"Bombas; Prophet; NYU; Multiplan","Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Government",4,946,0.666431593794076,23.4012247659204,0.65956129680413,"O",6629798.17794672
"1209","885 Third Ave, New York, NY, 10022",42.7158349,-73.7048474,156272,"Fox Horan & Camarini; Reitler Kailas & Rosenblatt; Reitler Kailas & Rosenblatt; Aurora Health Network; Euroconsult Capital; NA; NA; NA; NA; NA; NA; NA; Reitler Kailas & Rosenblatt","Legal Services; Financial Services And Insurance; NA",13,0,1,0,0,"A",13069471.0349606
"1210","888 7th Ave, New York, NY, 10106",40.7651708,-73.9805398,324851,"NA; United Talent Agency; Athanor Capital; NA; NA; NA; NA; Palestra Capital; Tpg Sixth Street Partners; Chaterjee; NA; NA; Lehrer Cumming; NA; NA; NA; Sessa Capital; Tzp Management Associates; Riposte Capital; NA; Karani Management; NA; NA; Robert Half; Qvt Financial; NA; Lone Star Funds","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance",27,830,0.707334273624824,25.7193862238361,0.72489845725955,"A",27168211.4209711
"1211","888 Broadway, New York, NY, 10003",40.6979744,-73.9373416,164370,"NA; Atlassian; Netflix; NA; NA; Connaught; NA","NA; Technology, Advertising, Media, And Information",7,0,1,0,0,"O",9164486.5107696
"1212","9 E 37th St, New York, NY, 10016",40.750153,-73.9822074,55655,"NA; Global One; NA; NA; NA; NA; NA; Mcgee Media; NA; Mcgee Media; NA","NA; Financial Services And Insurance; Technology, Advertising, Media, And Information",11,645,0.772566995768688,27.8597341288246,0.785223959618814,"O",3103057.1074824
"1213","9 E 38th St, New York, NY, 10016",40.7506462,-73.9817211,36112,"NA; Comply Advantage; NA; NA; Maxwell-Kates","NA; Technology, Advertising, Media, And Information; Real Estate (Except Coworking Providers)",5,582,0.794781382228491,28.0121788170292,0.789520598672919,"O",2164981.423872
"1214","9 E 40th St, New York, NY, 10016",40.7520172,-73.9808252,31391,"NA; The Institute On Religion And Public Life; NA; NA; NA; NA","NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",6,629,0.77820874471086,28.9225589101346,0.815179575106823,"O",1881948.711696
